gene_name	num_fimo_hits	num_unique_promoters_hit	best_score	best_p_value	best_q_value
clec-242	2	1	1.03e+01	8.55e-05	3.39e-01
clec-264	2	1	1.03e+01	8.55e-05	3.39e-01
clsp-1	2	1	1.03e+01	8.55e-05	3.39e-01
cnc-11	2	1	1.03e+01	8.55e-05	3.39e-01
cnk-1	2	1	1.03e+01	8.55e-05	3.39e-01
col-164	2	1	1.03e+01	8.55e-05	3.39e-01
col-34	2	1	1.03e+01	8.55e-05	3.39e-01
col-94	2	1	1.03e+01	8.55e-05	3.39e-01
col-98	2	1	1.03e+01	8.55e-05	3.39e-01
copz-1	2	1	1.03e+01	8.55e-05	3.39e-01
cox-18	2	1	1.03e+01	8.55e-05	3.39e-01
cpt-3	2	1	1.03e+01	8.55e-05	3.39e-01
cpt-6	2	1	1.03e+01	8.55e-05	3.39e-01
cutl-13	2	1	1.03e+01	8.55e-05	3.39e-01
cyh-1	2	1	1.03e+01	8.55e-05	3.39e-01
cyp-13A10	2	1	1.03e+01	8.55e-05	3.39e-01
daf-36	2	1	1.03e+01	8.55e-05	3.39e-01
dbr-1	2	1	1.03e+01	8.55e-05	3.39e-01
dct-18	2	1	1.03e+01	8.55e-05	3.39e-01
ddp-1	2	1	1.03e+01	8.55e-05	3.39e-01
dhhc-3	2	1	1.03e+01	8.55e-05	3.39e-01
dmd-4	2	1	1.03e+01	8.55e-05	3.39e-01
dnj-16	2	1	1.03e+01	8.55e-05	3.39e-01
dyf-5	2	1	1.03e+01	8.55e-05	3.39e-01
egl-18	2	1	1.03e+01	8.55e-05	3.39e-01
eif-2Bbeta	2	1	1.03e+01	8.55e-05	3.39e-01
erl-1	2	1	1.03e+01	8.55e-05	3.39e-01
faah-5	2	1	1.03e+01	8.55e-05	3.39e-01
fbxa-115	2	1	1.03e+01	8.55e-05	3.39e-01
fbxa-116	2	1	1.03e+01	8.55e-05	3.39e-01
fbxb-50	2	1	1.03e+01	8.55e-05	3.39e-01
fbxc-54	2	1	1.03e+01	8.55e-05	3.39e-01
fkh-5	2	1	1.03e+01	8.55e-05	3.39e-01
gap-1	2	1	1.03e+01	8.55e-05	3.39e-01
glct-3	2	1	1.03e+01	8.55e-05	3.39e-01
glo-3	2	1	1.03e+01	8.55e-05	3.39e-01
glr-4	2	1	1.03e+01	8.55e-05	3.39e-01
gpx-5	2	1	1.03e+01	8.55e-05	3.39e-01
grd-11	2	1	1.03e+01	8.55e-05	3.39e-01
grd-2	2	1	1.03e+01	8.55e-05	3.39e-01
gss-1	2	1	1.03e+01	8.55e-05	3.39e-01
gyg-1	2	1	1.03e+01	8.55e-05	3.39e-01
hrpa-2	2	1	1.03e+01	8.55e-05	3.39e-01
hsp-12.3	2	1	1.03e+01	8.55e-05	3.39e-01
irld-51	2	1	1.03e+01	8.55e-05	3.39e-01
irld-53	2	1	1.03e+01	8.55e-05	3.39e-01
jmjd-2	2	1	1.03e+01	8.55e-05	3.39e-01
kin-20	2	1	1.03e+01	8.55e-05	3.39e-01
kvs-1	2	1	1.03e+01	8.55e-05	3.39e-01
let-502	2	1	1.03e+01	8.55e-05	3.39e-01
let-504	2	1	1.03e+01	8.55e-05	3.39e-01
lgc-42	2	1	1.03e+01	8.55e-05	3.39e-01
lin-7	2	1	1.03e+01	8.55e-05	3.39e-01
lips-3	2	1	1.03e+01	8.55e-05	3.39e-01
lntl-1	2	1	1.03e+01	8.55e-05	3.39e-01
lsm-3	2	1	1.03e+01	8.55e-05	3.39e-01
malt-1	2	1	1.03e+01	8.55e-05	3.39e-01
mam-6	2	1	1.03e+01	8.55e-05	3.39e-01
mam-7	2	1	1.03e+01	8.55e-05	3.39e-01
marc-6	2	1	1.03e+01	8.55e-05	3.39e-01
mce-1	2	1	1.03e+01	8.55e-05	3.39e-01
mes-6	2	1	1.03e+01	8.55e-05	3.39e-01
mgl-2	2	1	1.03e+01	8.55e-05	3.39e-01
mig-14	2	1	1.03e+01	8.55e-05	3.39e-01
mig-2	2	1	1.03e+01	8.55e-05	3.39e-01
mrps-10	2	1	1.03e+01	8.55e-05	3.39e-01
nape-2	2	1	1.03e+01	8.55e-05	3.39e-01
nars-2	2	1	1.03e+01	8.55e-05	3.39e-01
nas-13	2	1	1.03e+01	8.55e-05	3.39e-01
ncr-2	2	1	1.03e+01	8.55e-05	3.39e-01
neto-1	2	1	1.03e+01	8.55e-05	3.39e-01
nhr-122	2	1	1.03e+01	8.55e-05	3.39e-01
nhr-174	2	1	1.03e+01	8.55e-05	3.39e-01
nhr-2	2	1	1.03e+01	8.55e-05	3.39e-01
nhr-217	2	1	1.03e+01	8.55e-05	3.39e-01
nhr-234	2	1	1.03e+01	8.55e-05	3.39e-01
nhr-54	2	1	1.03e+01	8.55e-05	3.39e-01
nhr-6	2	1	1.03e+01	8.55e-05	3.39e-01
nhr-67	2	1	1.03e+01	8.55e-05	3.39e-01
nlp-35	2	1	1.03e+01	8.55e-05	3.39e-01
nol-9	2	1	1.03e+01	8.55e-05	3.39e-01
npr-13	2	1	1.03e+01	8.55e-05	3.39e-01
npr-29	2	1	1.03e+01	8.55e-05	3.39e-01
nrde-3	2	1	1.03e+01	8.55e-05	3.39e-01
nspb-7	2	1	1.03e+01	8.55e-05	3.39e-01
oac-40	2	1	1.03e+01	8.55e-05	3.39e-01
osta-2	2	1	1.03e+01	8.55e-05	3.39e-01
pals-31	2	1	1.03e+01	8.55e-05	3.39e-01
pals-40	2	1	1.03e+01	8.55e-05	3.39e-01
pfd-2	2	1	1.03e+01	8.55e-05	3.39e-01
pfd-3	2	1	1.03e+01	8.55e-05	3.39e-01
plc-3	2	1	1.03e+01	8.55e-05	3.39e-01
prx-6	2	1	1.03e+01	8.55e-05	3.39e-01
pyc-1	2	1	1.03e+01	8.55e-05	3.39e-01
rbc-1	2	1	1.03e+01	8.55e-05	3.39e-01
rft-1	2	1	1.03e+01	8.55e-05	3.39e-01
rga-5	2	1	1.03e+01	8.55e-05	3.39e-01
rnh-2	2	1	1.03e+01	8.55e-05	3.39e-01
rpl-32	2	1	1.03e+01	8.55e-05	3.39e-01
rrf-1	2	1	1.03e+01	8.55e-05	3.39e-01
sap-49	2	1	1.03e+01	8.55e-05	3.39e-01
ser-3	2	1	1.03e+01	8.55e-05	3.39e-01
sin-3	2	1	1.03e+01	8.55e-05	3.39e-01
snb-6	2	1	1.03e+01	8.55e-05	3.39e-01
sng-1	2	1	1.03e+01	8.55e-05	3.39e-01
snr-6	2	1	1.03e+01	8.55e-05	3.39e-01
snt-3	2	1	1.03e+01	8.55e-05	3.39e-01
sod-2	2	1	1.03e+01	8.55e-05	3.39e-01
spin-1	2	1	1.03e+01	8.55e-05	3.39e-01
sqrd-1	2	1	1.03e+01	8.55e-05	3.39e-01
sra-18	2	1	1.03e+01	8.55e-05	3.39e-01
sra-27	2	1	1.03e+01	8.55e-05	3.39e-01
srab-18	2	1	1.03e+01	8.55e-05	3.39e-01
srab-22	2	1	1.03e+01	8.55e-05	3.39e-01
srb-2	2	1	1.03e+01	8.55e-05	3.39e-01
srd-11	2	1	1.03e+01	8.55e-05	3.39e-01
srd-30	2	1	1.03e+01	8.55e-05	3.39e-01
sre-11	2	1	1.03e+01	8.55e-05	3.39e-01
sre-22	2	1	1.03e+01	8.55e-05	3.39e-01
srg-24	2	1	1.03e+01	8.55e-05	3.39e-01
srh-200	2	1	1.03e+01	8.55e-05	3.39e-01
srh-258	2	1	1.03e+01	8.55e-05	3.39e-01
srh-37	2	1	1.03e+01	8.55e-05	3.39e-01
srh-78	2	1	1.03e+01	8.55e-05	3.39e-01
sri-31	2	1	1.03e+01	8.55e-05	3.39e-01
sri-67	2	1	1.03e+01	8.55e-05	3.39e-01
srj-38	2	1	1.03e+01	8.55e-05	3.39e-01
srt-18	2	1	1.03e+01	8.55e-05	3.39e-01
sru-17	2	1	1.03e+01	8.55e-05	3.39e-01
srw-8	2	1	1.03e+01	8.55e-05	3.39e-01
srw-98	2	1	1.03e+01	8.55e-05	3.39e-01
srx-135	2	1	1.03e+01	8.55e-05	3.39e-01
stdh-2	2	1	1.03e+01	8.55e-05	3.39e-01
stim-1	2	1	1.03e+01	8.55e-05	3.39e-01
str-102	2	1	1.03e+01	8.55e-05	3.39e-01
str-88	2	1	1.03e+01	8.55e-05	3.39e-01
sup-18	2	1	1.03e+01	8.55e-05	3.39e-01
sut-2	2	1	1.03e+01	8.55e-05	3.39e-01
svh-1	2	1	1.03e+01	8.55e-05	3.39e-01
taf-4	2	1	1.03e+01	8.55e-05	3.39e-01
thn-2	2	1	1.03e+01	8.55e-05	3.39e-01
tig-3	2	1	1.03e+01	8.55e-05	3.39e-01
timp-1	2	1	1.03e+01	8.55e-05	3.39e-01
tpa-1	2	1	1.03e+01	8.55e-05	3.39e-01
ttbk-7	2	1	1.03e+01	8.55e-05	3.39e-01
txt-18	2	1	1.03e+01	8.55e-05	3.39e-01
ucp-4	2	1	1.03e+01	8.55e-05	3.39e-01
ugt-12	2	1	1.03e+01	8.55e-05	3.39e-01
ugt-13	2	1	1.03e+01	8.55e-05	3.39e-01
unc-129	2	1	1.03e+01	8.55e-05	3.39e-01
ung-1	2	1	1.03e+01	8.55e-05	3.39e-01
use-1	2	1	1.03e+01	8.55e-05	3.39e-01
warf-1	2	1	1.03e+01	8.55e-05	3.39e-01
wdr-5.3	2	1	1.03e+01	8.55e-05	3.39e-01
wve-1	2	1	1.03e+01	8.55e-05	3.39e-01
acox-3	2	1	1.02e+01	9.58e-05	3.51e-01
arrd-13	2	1	1.02e+01	9.58e-05	3.51e-01
arrd-19	2	1	1.02e+01	9.58e-05	3.51e-01
cdh-10	2	1	1.02e+01	9.58e-05	3.51e-01
cdk-1	2	1	1.02e+01	9.58e-05	3.51e-01
clec-82	2	1	1.02e+01	9.58e-05	3.51e-01
gfrp-1	2	1	1.02e+01	9.58e-05	3.51e-01
gpi-1	2	1	1.02e+01	9.58e-05	3.51e-01
gsr-1	2	1	1.02e+01	9.58e-05	3.51e-01
hcp-2	2	1	1.02e+01	9.58e-05	3.51e-01
inx-22	2	1	1.02e+01	9.58e-05	3.51e-01
ivd-1	2	1	1.02e+01	9.58e-05	3.51e-01
lec-5	2	1	1.02e+01	9.58e-05	3.51e-01
let-653	2	1	1.02e+01	9.58e-05	3.51e-01
lin-61	2	1	1.02e+01	9.58e-05	3.51e-01
lips-7	2	1	1.02e+01	9.58e-05	3.51e-01
lsl-1	2	1	1.02e+01	9.58e-05	3.51e-01
mdt-15	2	1	1.02e+01	9.58e-05	3.51e-01
memb-2	2	1	1.02e+01	9.58e-05	3.51e-01
men-1	2	1	1.02e+01	9.58e-05	3.51e-01
mop-25.2	2	1	1.02e+01	9.58e-05	3.51e-01
nhr-11	2	1	1.02e+01	9.58e-05	3.51e-01
nhr-23	2	1	1.02e+01	9.58e-05	3.51e-01
oac-14	2	1	1.02e+01	9.58e-05	3.51e-01
oct-1	2	1	1.02e+01	9.58e-05	3.51e-01
old-1	2	1	1.02e+01	9.58e-05	3.51e-01
orc-3	2	1	1.02e+01	9.58e-05	3.51e-01
pcf-11	2	1	1.02e+01	9.58e-05	3.51e-01
pfn-2	2	1	1.02e+01	9.58e-05	3.51e-01
prp-6	2	1	1.02e+01	9.58e-05	3.51e-01
ran-2	2	1	1.02e+01	9.58e-05	3.51e-01
rhr-1	2	1	1.02e+01	9.58e-05	3.51e-01
rrp-8	2	1	1.02e+01	9.58e-05	3.51e-01
sec-31	2	1	1.02e+01	9.58e-05	3.51e-01
sftb-2	2	1	1.02e+01	9.58e-05	3.51e-01
sluh-7	2	1	1.02e+01	9.58e-05	3.51e-01
str-262	2	1	1.02e+01	9.58e-05	3.51e-01
sup-46	2	1	1.02e+01	9.58e-05	3.51e-01
taf-10	2	1	1.02e+01	9.58e-05	3.51e-01
ubc-26	2	1	1.02e+01	9.58e-05	3.51e-01
unc-69	2	1	1.02e+01	9.58e-05	3.51e-01
vha-1	2	1	1.02e+01	9.58e-05	3.51e-01
vps-39	2	1	1.02e+01	9.58e-05	3.51e-01
ztf-7	2	1	1.02e+01	9.58e-05	3.51e-01
aagr-3	1	1	1.42e+01	1.94e-05	2.44e-01
aakb-1	1	1	1.42e+01	1.94e-05	2.44e-01
aakg-3	1	1	1.42e+01	1.94e-05	2.44e-01
aars-1	1	1	1.42e+01	1.94e-05	2.44e-01
aat-5	1	1	1.42e+01	1.94e-05	2.44e-01
abcx-1	1	1	1.42e+01	1.94e-05	2.44e-01
abf-2	1	1	1.42e+01	1.94e-05	2.44e-01
abu-7	1	1	1.42e+01	1.94e-05	2.44e-01
abu-8	1	1	1.42e+01	1.94e-05	2.44e-01
acbp-5	1	1	1.42e+01	1.94e-05	2.44e-01
acc-1	1	1	1.42e+01	1.94e-05	2.44e-01
acdh-2	1	1	1.42e+01	1.94e-05	2.44e-01
ace-3	1	1	1.42e+01	1.94e-05	2.44e-01
acin-1	1	1	1.42e+01	1.94e-05	2.44e-01
acl-6	1	1	1.42e+01	1.94e-05	2.44e-01
acp-4	1	1	1.42e+01	1.94e-05	2.44e-01
acp-7	1	1	1.42e+01	1.94e-05	2.44e-01
acr-23	1	1	1.42e+01	1.94e-05	2.44e-01
acs-18	1	1	1.42e+01	1.94e-05	2.44e-01
acs-21	1	1	1.42e+01	1.94e-05	2.44e-01
ada-2	1	1	1.42e+01	1.94e-05	2.44e-01
adk-1	1	1	1.42e+01	1.94e-05	2.44e-01
adpr-1	1	1	1.42e+01	1.94e-05	2.44e-01
agef-1	1	1	1.42e+01	1.94e-05	2.44e-01
akt-1	1	1	1.42e+01	1.94e-05	2.44e-01
akt-2	1	1	1.42e+01	1.94e-05	2.44e-01
algn-13	1	1	1.42e+01	1.94e-05	2.44e-01
algn-5	1	1	1.42e+01	1.94e-05	2.44e-01
amx-3	1	1	1.42e+01	1.94e-05	2.44e-01
ani-2	1	1	1.42e+01	1.94e-05	2.44e-01
apd-3	1	1	1.42e+01	1.94e-05	2.44e-01
arcp-1	1	1	1.42e+01	1.94e-05	2.44e-01
arg-1	1	1	1.42e+01	1.94e-05	2.44e-01
argk-1	1	1	1.42e+01	1.94e-05	2.44e-01
arl-13	1	1	1.42e+01	1.94e-05	2.44e-01
arl-5	1	1	1.42e+01	1.94e-05	2.44e-01
arrd-7	1	1	1.42e+01	1.94e-05	2.44e-01
arx-2	1	1	1.42e+01	1.94e-05	2.44e-01
arx-5	1	1	1.42e+01	1.94e-05	2.44e-01
asg-2	1	1	1.42e+01	1.94e-05	2.44e-01
asic-2	1	1	1.42e+01	1.94e-05	2.44e-01
asm-3	1	1	1.42e+01	1.94e-05	2.44e-01
asp-12	1	1	1.42e+01	1.94e-05	2.44e-01
asp-2	1	1	1.42e+01	1.94e-05	2.44e-01
asp-6	1	1	1.42e+01	1.94e-05	2.44e-01
atln-2	1	1	1.42e+01	1.94e-05	2.44e-01
bath-21	1	1	1.42e+01	1.94e-05	2.44e-01
bath-38	1	1	1.42e+01	1.94e-05	2.44e-01
bbs-8	1	1	1.42e+01	1.94e-05	2.44e-01
bckd-1A	1	1	1.42e+01	1.94e-05	2.44e-01
bcmo-2	1	1	1.42e+01	1.94e-05	2.44e-01
bec-1	1	1	1.42e+01	1.94e-05	2.44e-01
best-10	1	1	1.42e+01	1.94e-05	2.44e-01
best-12	1	1	1.42e+01	1.94e-05	2.44e-01
best-3	1	1	1.42e+01	1.94e-05	2.44e-01
best-4	1	1	1.42e+01	1.94e-05	2.44e-01
bgnt-1.1	1	1	1.42e+01	1.94e-05	2.44e-01
bgnt-1.2	1	1	1.42e+01	1.94e-05	2.44e-01
blos-9	1	1	1.42e+01	1.94e-05	2.44e-01
btb-14	1	1	1.42e+01	1.94e-05	2.44e-01
bub-3	1	1	1.42e+01	1.94e-05	2.44e-01
byn-1	1	1	1.42e+01	1.94e-05	2.44e-01
cacn-1	1	1	1.42e+01	1.94e-05	2.44e-01
cal-8	1	1	1.42e+01	1.94e-05	2.44e-01
cbn-1	1	1	1.42e+01	1.94e-05	2.44e-01
ccpp-6	1	1	1.42e+01	1.94e-05	2.44e-01
cct-1	1	1	1.42e+01	1.94e-05	2.44e-01
cdk-8	1	1	1.42e+01	1.94e-05	2.44e-01
cdl-1	1	1	1.42e+01	1.94e-05	2.44e-01
ced-2	1	1	1.42e+01	1.94e-05	2.44e-01
ced-5	1	1	1.42e+01	1.94e-05	2.44e-01
ceh-32	1	1	1.42e+01	1.94e-05	2.44e-01
ceh-6	1	1	1.42e+01	1.94e-05	2.44e-01
ceh-84	1	1	1.42e+01	1.94e-05	2.44e-01
cept-2	1	1	1.42e+01	1.94e-05	2.44e-01
cest-2.3	1	1	1.42e+01	1.94e-05	2.44e-01
cest-28	1	1	1.42e+01	1.94e-05	2.44e-01
cest-34	1	1	1.42e+01	1.94e-05	2.44e-01
cest-4	1	1	1.42e+01	1.94e-05	2.44e-01
cey-2	1	1	1.42e+01	1.94e-05	2.44e-01
che-13	1	1	1.42e+01	1.94e-05	2.44e-01
chil-12	1	1	1.42e+01	1.94e-05	2.44e-01
chil-18	1	1	1.42e+01	1.94e-05	2.44e-01
chil-2	1	1	1.42e+01	1.94e-05	2.44e-01
cht-2	1	1	1.42e+01	1.94e-05	2.44e-01
cin-4	1	1	1.42e+01	1.94e-05	2.44e-01
cit-1.2	1	1	1.42e+01	1.94e-05	2.44e-01
cle-1	1	1	1.42e+01	1.94e-05	2.44e-01
clec-106	1	1	1.42e+01	1.94e-05	2.44e-01
clec-112	1	1	1.42e+01	1.94e-05	2.44e-01
clec-114	1	1	1.42e+01	1.94e-05	2.44e-01
clec-117	1	1	1.42e+01	1.94e-05	2.44e-01
clec-12	1	1	1.42e+01	1.94e-05	2.44e-01
clec-124	1	1	1.42e+01	1.94e-05	2.44e-01
clec-129	1	1	1.42e+01	1.94e-05	2.44e-01
clec-133	1	1	1.42e+01	1.94e-05	2.44e-01
clec-150	1	1	1.42e+01	1.94e-05	2.44e-01
clec-167	1	1	1.42e+01	1.94e-05	2.44e-01
clec-168	1	1	1.42e+01	1.94e-05	2.44e-01
clec-205	1	1	1.42e+01	1.94e-05	2.44e-01
clec-208	1	1	1.42e+01	1.94e-05	2.44e-01
clec-212	1	1	1.42e+01	1.94e-05	2.44e-01
clec-221	1	1	1.42e+01	1.94e-05	2.44e-01
clec-224	1	1	1.42e+01	1.94e-05	2.44e-01
clec-229	1	1	1.42e+01	1.94e-05	2.44e-01
clec-230	1	1	1.42e+01	1.94e-05	2.44e-01
clec-32	1	1	1.42e+01	1.94e-05	2.44e-01
clec-49	1	1	1.42e+01	1.94e-05	2.44e-01
clec-56	1	1	1.42e+01	1.94e-05	2.44e-01
clec-6	1	1	1.42e+01	1.94e-05	2.44e-01
clec-70	1	1	1.42e+01	1.94e-05	2.44e-01
clec-78	1	1	1.42e+01	1.94e-05	2.44e-01
clec-95	1	1	1.42e+01	1.94e-05	2.44e-01
clh-5	1	1	1.42e+01	1.94e-05	2.44e-01
clik-2	1	1	1.42e+01	1.94e-05	2.44e-01
clp-2	1	1	1.42e+01	1.94e-05	2.44e-01
clp-6	1	1	1.42e+01	1.94e-05	2.44e-01
clpr-3	1	1	1.42e+01	1.94e-05	2.44e-01
clx-1	1	1	1.42e+01	1.94e-05	2.44e-01
cmt-1	1	1	1.42e+01	1.94e-05	2.44e-01
cnc-3	1	1	1.42e+01	1.94e-05	2.44e-01
cnc-4	1	1	1.42e+01	1.94e-05	2.44e-01
cnc-7	1	1	1.42e+01	1.94e-05	2.44e-01
cnd-1	1	1	1.42e+01	1.94e-05	2.44e-01
cnnm-5	1	1	1.42e+01	1.94e-05	2.44e-01
cnp-2	1	1	1.42e+01	1.94e-05	2.44e-01
coa-1	1	1	1.42e+01	1.94e-05	2.44e-01
coa-7	1	1	1.42e+01	1.94e-05	2.44e-01
cogc-2	1	1	1.42e+01	1.94e-05	2.44e-01
cogc-3	1	1	1.42e+01	1.94e-05	2.44e-01
cogc-8	1	1	1.42e+01	1.94e-05	2.44e-01
col-105	1	1	1.42e+01	1.94e-05	2.44e-01
col-106	1	1	1.42e+01	1.94e-05	2.44e-01
col-107	1	1	1.42e+01	1.94e-05	2.44e-01
col-121	1	1	1.42e+01	1.94e-05	2.44e-01
col-122	1	1	1.42e+01	1.94e-05	2.44e-01
col-124	1	1	1.42e+01	1.94e-05	2.44e-01
col-131	1	1	1.42e+01	1.94e-05	2.44e-01
col-139	1	1	1.42e+01	1.94e-05	2.44e-01
col-140	1	1	1.42e+01	1.94e-05	2.44e-01
col-142	1	1	1.42e+01	1.94e-05	2.44e-01
col-148	1	1	1.42e+01	1.94e-05	2.44e-01
col-152	1	1	1.42e+01	1.94e-05	2.44e-01
col-155	1	1	1.42e+01	1.94e-05	2.44e-01
col-167	1	1	1.42e+01	1.94e-05	2.44e-01
col-35	1	1	1.42e+01	1.94e-05	2.44e-01
col-61	1	1	1.42e+01	1.94e-05	2.44e-01
col-71	1	1	1.42e+01	1.94e-05	2.44e-01
col-8	1	1	1.42e+01	1.94e-05	2.44e-01
col-97	1	1	1.42e+01	1.94e-05	2.44e-01
cox-15	1	1	1.42e+01	1.94e-05	2.44e-01
cpg-23	1	1	1.42e+01	1.94e-05	2.44e-01
cpg-4	1	1	1.42e+01	1.94e-05	2.44e-01
cpg-7	1	1	1.42e+01	1.94e-05	2.44e-01
cpi-1	1	1	1.42e+01	1.94e-05	2.44e-01
cpn-4	1	1	1.42e+01	1.94e-05	2.44e-01
cpr-4	1	1	1.42e+01	1.94e-05	2.44e-01
cpr-5	1	1	1.42e+01	1.94e-05	2.44e-01
cpsf-1	1	1	1.42e+01	1.94e-05	2.44e-01
cpt-4	1	1	1.42e+01	1.94e-05	2.44e-01
cpx-1	1	1	1.42e+01	1.94e-05	2.44e-01
cpx-2	1	1	1.42e+01	1.94e-05	2.44e-01
cpz-2	1	1	1.42e+01	1.94e-05	2.44e-01
cri-1	1	1	1.42e+01	1.94e-05	2.44e-01
cri-2	1	1	1.42e+01	1.94e-05	2.44e-01
crn-5	1	1	1.42e+01	1.94e-05	2.44e-01
csnk-1	1	1	1.42e+01	1.94e-05	2.44e-01
ctsa-3.2	1	1	1.42e+01	1.94e-05	2.44e-01
cua-1	1	1	1.42e+01	1.94e-05	2.44e-01
cutl-20	1	1	1.42e+01	1.94e-05	2.44e-01
cwp-4	1	1	1.42e+01	1.94e-05	2.44e-01
cyn-3	1	1	1.42e+01	1.94e-05	2.44e-01
cyn-9	1	1	1.42e+01	1.94e-05	2.44e-01
cyp-13A1	1	1	1.42e+01	1.94e-05	2.44e-01
cyp-13A11	1	1	1.42e+01	1.94e-05	2.44e-01
cyp-32A1	1	1	1.42e+01	1.94e-05	2.44e-01
cyp-33D1	1	1	1.42e+01	1.94e-05	2.44e-01
daf-19	1	1	1.42e+01	1.94e-05	2.44e-01
daf-7	1	1	1.42e+01	1.94e-05	2.44e-01
daz-1	1	1	1.42e+01	1.94e-05	2.44e-01
dcap-2	1	1	1.42e+01	1.94e-05	2.44e-01
dgtr-1	1	1	1.42e+01	1.94e-05	2.44e-01
dhs-9	1	1	1.42e+01	1.94e-05	2.44e-01
djr-1.2	1	1	1.42e+01	1.94e-05	2.44e-01
dlc-5	1	1	1.42e+01	1.94e-05	2.44e-01
dlhd-1	1	1	1.42e+01	1.94e-05	2.44e-01
dmd-3	1	1	1.42e+01	1.94e-05	2.44e-01
dnj-25	1	1	1.42e+01	1.94e-05	2.44e-01
dolk-1	1	1	1.42e+01	1.94e-05	2.44e-01
dpf-5	1	1	1.42e+01	1.94e-05	2.44e-01
dph-5	1	1	1.42e+01	1.94e-05	2.44e-01
dre-1	1	1	1.42e+01	1.94e-05	2.44e-01
drr-2	1	1	1.42e+01	1.94e-05	2.44e-01
dsh-2	1	1	1.42e+01	1.94e-05	2.44e-01
dyf-4	1	1	1.42e+01	1.94e-05	2.44e-01
dylt-2	1	1	1.42e+01	1.94e-05	2.44e-01
dyrb-1	1	1	1.42e+01	1.94e-05	2.44e-01
eat-17	1	1	1.42e+01	1.94e-05	2.44e-01
ect-2	1	1	1.42e+01	1.94e-05	2.44e-01
efl-1	1	1	1.42e+01	1.94e-05	2.44e-01
efn-4	1	1	1.42e+01	1.94e-05	2.44e-01
egas-2	1	1	1.42e+01	1.94e-05	2.44e-01
egg-5	1	1	1.42e+01	1.94e-05	2.44e-01
egl-19	1	1	1.42e+01	1.94e-05	2.44e-01
egl-23	1	1	1.42e+01	1.94e-05	2.44e-01
egl-44	1	1	1.42e+01	1.94e-05	2.44e-01
ehn-3	1	1	1.42e+01	1.94e-05	2.44e-01
eif-3.D	1	1	1.42e+01	1.94e-05	2.44e-01
elpc-3	1	1	1.42e+01	1.94e-05	2.44e-01
emb-4	1	1	1.42e+01	1.94e-05	2.44e-01
emb-9	1	1	1.42e+01	1.94e-05	2.44e-01
enri-2	1	1	1.42e+01	1.94e-05	2.44e-01
epac-1	1	1	1.42e+01	1.94e-05	2.44e-01
erfa-1	1	1	1.42e+01	1.94e-05	2.44e-01
eri-5	1	1	1.42e+01	1.94e-05	2.44e-01
eri-9	1	1	1.42e+01	1.94e-05	2.44e-01
erp-44.2	1	1	1.42e+01	1.94e-05	2.44e-01
exc-4	1	1	1.42e+01	1.94e-05	2.44e-01
far-8	1	1	1.42e+01	1.94e-05	2.44e-01
fbf-1	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-143	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-152	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-16	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-160	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-166	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-18	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-183	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-184	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-201	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-210	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-222	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-23	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-24	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-28	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-32	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-36	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-37	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-59	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-73	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-88	1	1	1.42e+01	1.94e-05	2.44e-01
fbxa-90	1	1	1.42e+01	1.94e-05	2.44e-01
fbxb-1	1	1	1.42e+01	1.94e-05	2.44e-01
fbxb-105	1	1	1.42e+01	1.94e-05	2.44e-01
fbxb-11	1	1	1.42e+01	1.94e-05	2.44e-01
fbxb-20	1	1	1.42e+01	1.94e-05	2.44e-01
fbxb-40	1	1	1.42e+01	1.94e-05	2.44e-01
fbxb-5	1	1	1.42e+01	1.94e-05	2.44e-01
fbxb-99	1	1	1.42e+01	1.94e-05	2.44e-01
fbxc-22	1	1	1.42e+01	1.94e-05	2.44e-01
fbxc-45	1	1	1.42e+01	1.94e-05	2.44e-01
fbxc-49	1	1	1.42e+01	1.94e-05	2.44e-01
fbxc-53	1	1	1.42e+01	1.94e-05	2.44e-01
fic-1	1	1	1.42e+01	1.94e-05	2.44e-01
fip-3	1	1	1.42e+01	1.94e-05	2.44e-01
fipr-17	1	1	1.42e+01	1.94e-05	2.44e-01
fipr-3	1	1	1.42e+01	1.94e-05	2.44e-01
fkb-7	1	1	1.42e+01	1.94e-05	2.44e-01
fln-2	1	1	1.42e+01	1.94e-05	2.44e-01
